car5,634,102,8,0,1.1117,1,0,1.016,0.54255,1.0239,0.43541
car6_1,118,353,15,0,0.72593,0,1,1.5111,1,2.2551,1
car6_2,702,618,0,0,1.0396,1,0,1.9703,0.46535,2.2,0.2
car6_3,1098,45,3,0,2.2474,1,0,1.2371,0.46392,1.0688,0.21101
car6_4,294,577,101,0,1,0,1,3.7826,0.97826,2.9783,0.95652
car6_5,713,222,1,0,1.4362,1,0,2.8298,1,2.2444,0.68889
car7,341,617,1,73,1.1,0,1,2.7,0.725,2.0455,0.34091
car8_1,714,639,3,0,1.0777,1,0,2.3689,0.63107,2.4324,0.54955
car8_2,720,498,0,0,0.85897,1,0,1.3718,0.53205,1.4776,0.58209
car9,1746,132,0,0,1.7071,1,0,1,0.26263,0.98817,0.017751
group1_1,183,1143,6,0,2.6098,0,1,1.122,0.53659,1.0841,0.37383
group1_2,103,1079,0,0,2.6452,0,1,1.0323,0.64516,1.2683,0.40244
group1_3,482,916,12,0,3.3214,0,1,1.2143,0.39286,1.172,0.25806
group1_4,630,316,2,0,3.5714,1,0,1.3214,0.60714,1.1,0.27
group2_1,836,2,1,67,2.8636,1,0,2,0.86364,1.0952,0.46032
group2_2,192,631,24,17,1.9677,0,1,1.3871,0.54839,1.3443,0.47541
group2_3,82,699,7,124,1.6296,0,1,1.1852,0.33333,1.5227,0.43182
group3_1,31,1512,23,0,3.5556,0,1,1.1111,0.22222,1.1875,0.57812
group3_2,768,341,4,147,4.2667,1,0,1.6,0.4,1.3281,0.32812
group3_3,829,687,26,0,4.2632,1,0,2.2105,0.73684,1.0988,0.48148
group3_4,1018,75,7,58,5.4,1,0,1.8667,0.86667,1.3827,0.2716
person1,637,157,4,0,2.6053,1,0,1.7105,0.97368,1.2626,0.9596
person10,210,643,1,166,1.8889,0,1,1.2037,0.5,1.1667,0.47059
person11,389,327,4,0,2,1,0,2.2439,0.60976,1.1951,0.53659
person12_1,576,24,0,0,2.5,1,0,1.4412,0.91176,1.1765,0.94118
person12_2,67,838,42,73,2.2973,0,1,1.027,0.43243,1.1529,0.30588
person13,5,852,25,0,1.9744,0,1,1,0.89744,1.3896,0.92208
person14_1,337,471,0,38,2.9545,0,1,1.1818,0.54545,1.0308,0.23077
person14_2,884,46,36,0,2.7391,1,0,1.2174,0.82609,1.0317,0.74603
person14_3,980,87,43,0,2.6364,1,0,1.5909,0.63636,1.2414,0.86207
person15,29,1309,0,0,2.7931,0,1,1.0345,0.51724,1.0247,0.81481
person16,75,962,0,109,2.1515,0,1,1.0606,0.57576,1.2535,0.33803
person17_1,275,1165,2,58,3.08,0,1,1.24,0.76,1.1299,0.42857
person17_2,747,80,19,0,3.1923,1,0,2.9231,0.84615,1.4217,0.86747
person18,1335,56,1,0,3.6829,1,0,1.9024,0.70732,1.3907,0.20861
person19_1,279,868,0,95,2.1692,0,1,1.1692,0.24615,1.1312,0.070922
person19_2,446,1022,0,80,2.2698,0,1,1,0.33333,1.021,0.18182
person19_3,945,399,46,176,2.7143,1,0,2.4762,0.90476,2.2807,0.26316
person1_s,569,1030,0,0,1.8261,0,1,2.1449,0.42029,1.5873,0.30952
person20,573,1209,0,0,2.3043,0,1,2.8406,0.97101,3.5283,0.91824
person21,288,168,30,0,2.5,1,0,4.6667,0.5,4.6,0.86667
person22,165,32,1,0,2.7647,1,0,1.1765,0.64706,1,0.65957
person23,142,254,0,0,2.3542,0,1,1.9167,0.79167,1.5221,0.88496
person2_1,107,1074,7,0,2.22,0,1,1.04,0.58,1,0.79279
person2_2,199,1196,39,0,2.7105,0,1,1.5789,0.68421,1.2039,0.91262
person2_s,64,185,0,0,2.3803,0,1,1.2113,0.67606,1.3669,0.76331
person3,20,621,1,0,2.0612,0,1,1.1633,0.55102,1.198,0.61386
person3_s,196,308,0,0,2.0614,0,1,1.3421,0.39474,1.5319,0.28085
person4_1,206,1292,2,0,2.2963,0,1,2.7778,0.77778,3.4677,0.82258
person4_2,893,348,1,0,2.7067,1,0,1.4267,0.33333,1.3842,0.30542
person5_1,29,846,1,0,2.25,0,1,1.0294,0.47059,1.0523,0.73856
person5_2,1157,54,13,0,3,1,0,1.439,0.78049,1.122,0.72358
person6,828,71,1,0,2.8788,1,0,1.7273,0.81818,1.1474,0.83158
person7_1,1175,0,3,70,3.4839,1,0,3.5806,0.96774,1.5463,0.38889
person7_2,736,80,0,0,2.4118,1,0,2.4314,0.43137,1.1951,0.13008
person8_1,124,870,0,80,1.9106,0,1,1.4715,0.20325,1.0851,0.41277
person8_2,322,128,0,0,2.5125,1,0,2.2875,0.55,1.2537,0.46766
person9,61,561,0,38,1.3226,0,1,2.0968,0.58065,1.5854,0.57317
truck1,304,158,0,0,0.50968,1,0,1.3774,0.19677,1.1614,0.20886
truck2,3,372,9,0,0.37778,0,1,1.5556,0.46667,2.0588,0.94118
truck3,153,341,40,0,0.51724,0,1,1.0345,0.75862,1.0667,0.8
truck4_1,167,405,4,0,0.72727,0,1,1.9091,0.81818,1.75,0.875
truck4_2,507,158,19,0,0.57143,1,0,3.4762,0.61905,3.25,0.91667
uav1_1,1067,471,2,14,0.43333,1,0,4.5,0.5,3.4615,0.69231
uav1_2,496,294,0,32,0.42045,1,0,1.6136,0.22727,2.2162,0.2973
uav1_3,871,37,0,88,0.90909,1,0,2.1364,0.31818,1.3,0.3
uav2,83,0,30,19,0.75,1,0,11.625,1,6.3333,1
uav3,29,220,15,0,0.65789,0,1,1,0.26316,1,0.36
uav4,72,0,84,0,0.69231,1,0,3.2308,1,1.8889,1
uav5,2,125,11,0,0.66667,0,1,8,0.8,7.6,0.9
uav6,58,0,45,5,0.88889,1,0,5.1111,1,4.875,0.875
uav7,103,247,3,19,0.62857,0,1,1,0.34286,1,0.31818
uav8,54,246,0,0,0.59184,0,1,1.0612,0.18367,0.93103,0.27586
wakeboard1,385,32,3,0,2.5676,1,0,1.6081,0.18919,1.0579,0.17895
wakeboard10,103,364,1,0,0.9,0,1,4.8,0.6,5.4444,0.77778
wakeboard2,719,12,1,0,2.3684,1,0,4.6316,0.94737,2.0222,0.75556
wakeboard3,810,0,12,0,2.8947,1,0,4.3158,0.63158,1.4364,0.38182
wakeboard4,109,581,6,0,1.18,0,1,1.24,0.42,1.4746,0.52542
wakeboard5,330,1344,0,0,1.2222,0,1,1.2593,0.012346,1.3232,0.040404
wakeboard6,1163,0,1,0,3.3636,1,0,9.1818,1,3.2973,0.40541
wakeboard7,137,52,9,0,3.4545,1,0,4.0909,1,1.7368,1
wakeboard8,1192,347,3,0,1.8214,1,0,1.9286,0.28571,1.0588,0.23529
wakeboard9,174,175,5,0,1.7368,0,1,1.1053,0.63158,1.1818,0.57576
