Paragliding5,203,16,0,0,1.3514,1,0,1.4865,0.80868,1.22,0.78
RaceCar,56,23,0,0,0.7619,1,0,7.0095,1.019,5.5375,1
RaceCar1,165,80,3,0,0.84375,1,0,3.1562,0.59375,4.7407,0.59259
RcCar3,196,3,2,0,1.1321,1,0,2.0943,0.26415,1.4833,0.23333
RcCar4,537,159,2,0,0.81579,1,0,3.4737,0.065789,2.3871,0.096774
RcCar5,325,4,0,0,1.125,1,0,2.4375,0.64062,2.0972,0.33333
RcCar6,29,178,2,0,0.60656,0,1,1.1639,0.55738,1.4865,0.67568
RcCar7,113,172,1,0,0.57778,0,1,1.6667,0.57778,1.9615,0.80769
RcCar8,98,112,0,0,0.75926,0,1,2.037,0.53704,2.3415,0.58537
RcCar9,145,61,1,0,0.83673,1,0,2.4082,0.59184,2.4878,0.5122
SUP2,11,121,0,0,1.0488,0,1,1.0122,0.45122,1.1395,0.61628
SUP4,146,148,0,0,1.7778,0,1,2.8889,0.69841,2.5893,0.84821
SUP5,176,44,1,0,1.4167,1,0,2.5,0.60417,1.9853,0.52941
Sheep1,344,46,0,0,1.4138,1,0,4.7241,0.96552,1.9268,0.73171
Sheep2,210,40,0,0,0.86957,1,0,1.6522,0.78261,2.3,0.5
SkateBoarding4,67,131,2,0,1.4151,0,1,1.5283,0.32075,1.0933,0.48
Skiing1,70,16,0,0,1.0217,1,0,2.3043,0.97826,1.7447,0.68085
Skiing2,152,24,1,0,1.6429,1,0,4.6071,0.96429,2.413,0.69565
SnowBoarding2,70,46,0,0,1.8158,1,0,1.0658,0.25,0.97826,0.32609
SnowBoarding4,24,84,0,0,1.0634,0,1,0.96098,0.082927,0.95872,0.11009
SnowBoarding6,80,15,4,0,1.4038,1,0,1.5577,0.53846,1.0274,0.58904
Soccer1,21,591,0,0,2.1892,0,1,1,0.40541,1.0864,0.5679
Soccer2,109,123,0,0,1.85,0,1,1.25,0.5,1,0.62162
SpeedCar2,13,294,0,0,0.45946,0,1,1.3784,0.64865,2.4118,0.82353
SpeedCar4,34,129,0,0,0.56522,0,1,0.98551,0.52174,1.8205,0.71795
StreetBasketball1,52,181,7,0,1.8333,0,1,1.0833,0.58333,1.1364,0.70455
StreetBasketball2,105,8,0,0,1.3784,1,0,1.2432,0.81081,1.0588,0.66667
StreetBasketball3,79,421,0,0,1.971,0,1,1.0435,0.4058,1.0441,0.5
Surfing03,113,3,0,0,1.8333,1,0,3.9583,1.0833,1.4091,0.54545
Surfing04,12,143,2,0,0.69231,0,1,2,0.44231,2.1667,0.83333
Surfing06,36,67,2,0,1.4634,0,1,1.0244,0.34146,1.1167,0.4
Surfing10,13,151,0,0,0.82353,0,1,1.1176,0.44118,1.6071,0.71429
Surfing12,121,12,1,0,3.4118,1,0,6,1,1.6552,0.43103
Vaulting,145,25,0,0,2.0504,1,0,2.0924,0.78151,1.1148,0.35656
Wakeboarding1,0,76,0,0,1.0385,0,1,1.0769,0.76923,1.5556,0.81481
Wakeboarding2,49,26,0,0,1.1739,1,0,2.6957,0.91304,3.1481,0.81481
Walking,29,357,8,0,2.4706,0,1,2.2941,0.88235,2.5952,0.97619
Yacht2,113,116,9,0,2,0,1,1,0.30303,1,0.30303
Yacht4,177,279,4,0,0.57609,0,1,1.0652,0.26087,1.0189,0.49057
Zebra,9,167,0,0,1.88,0,1,1,0.64,1.234,0.85106
